Date,CustomerID,Region,Product,Quantity,Revenue,Cost,Profit,Feedback
2023-08-25,2390,East,Product A,1,110.59,58.46,52.13,The delivery was late and support was not helpful.
2023-08-25,1493,East,Product C,13,1951.66,1244.34,707.32,"Terrible experience, product was damaged."
2023-08-26,1008,West,Product E,10,565.95,334.06,231.89,Good quality but shipping took too long.
2023-08-26,1606,South,Product C,6,1147.96,709.51,438.45,"Average experience, nothing special."
2023-08-26,1652,North,Product D,2,254.69,147.49,107.2,Loved it! Exceeded my expectations.
2023-08-27,1541,Central,Product C,9,1713.7,806.81,906.89,The delivery was late and support was not helpful.
2023-08-30,1753,Central,Product B,9,638.91,309.11,329.8,The delivery was late and support was not helpful.
2023-08-30,2356,North,Product C,11,2188.22,1316.19,872.03,"Excellent service, very satisfied with the product quality."
2023-08-30,1983,North,Product E,3,172.61,116.52,56.09,The delivery was late and support was not helpful.
2023-08-30,2409,Central,Product B,5,299.62,139.49,160.13,"Average experience, nothing special."
2023-08-30,1147,North,Product D,4,487.42,223.69,263.73,"Average experience, nothing special."
2023-08-30,1428,South,Product A,10,1061.69,613.05,448.64,"Customer support resolved my issue quickly, thank you."
2023-08-31,1582,South,Product D,4,467.36,222.82,244.54,Loved it! Exceeded my expectations.
2023-08-31,1223,East,Product C,3,599.67,414.6,185.07,The delivery was late and support was not helpful.
2023-09-01,1694,South,Product C,10,1703.3,1098.05,605.25,Loved it! Exceeded my expectations.
2023-09-01,1414,South,Product C,12,1739.66,1081.51,658.15,"Fantastic product, highly recommend to others."
2023-09-02,2020,East,Product E,10,562.28,385.51,176.77,"Fantastic product, highly recommend to others."
2023-09-02,2013,North,Product C,10,1573.53,874.58,698.95,The delivery was late and support was not helpful.
2023-09-02,1055,East,Product C,13,2044.97,1340.24,704.73,"Fantastic product, highly recommend to others."
2023-09-03,1171,South,Product D,7,970.61,464.79,505.82,"Not worth the price, quite disappointed."
2023-09-03,1217,South,Product B,7,405.79,259.43,146.36,The delivery was late and support was not helpful.
2023-09-03,1787,North,Product E,8,361.84,240.86,120.98,"Terrible experience, product was damaged."
2023-09-04,1867,East,Product E,3,150.77,77.34,73.43,"Excellent service, very satisfied with the product quality."
2023-09-04,1762,West,Product E,8,385.42,234.81,150.61,"Customer support resolved my issue quickly, thank you."
2023-09-04,2467,East,Product D,1,119.73,77.41,42.32,Good quality but shipping took too long.
2023-09-05,1998,East,Product E,5,283.68,142.11,141.57,"Fantastic product, highly recommend to others."
2023-09-05,1184,East,Product C,7,1191.14,609.18,581.96,"Excellent service, very satisfied with the product quality."
2023-09-06,1898,East,Product E,7,366.8,181.31,185.49,"Customer support resolved my issue quickly, thank you."
2023-09-06,1924,South,Product C,7,1134.81,581.31,553.5,Loved it! Exceeded my expectations.
2023-09-07,1256,West,Product E,9,403.75,196.69,207.06,"Not worth the price, quite disappointed."
2023-09-07,1844,East,Product D,4,519.92,283.43,236.49,"Fantastic product, highly recommend to others."
2023-09-07,1146,East,Product D,11,1226.5,719.44,507.06,"Average experience, nothing special."
2023-09-08,1572,South,Product E,2,102.63,52.85,49.78,"Not worth the price, quite disappointed."
2023-09-08,2474,North,Product A,12,1059.23,697.57,361.66,Loved it! Exceeded my expectations.
2023-09-10,1650,East,Product A,14,1397.3,870.49,526.81,"Excellent service, very satisfied with the product quality."
2023-09-10,1390,Central,Product C,14,2673.03,1639.8,1033.23,The delivery was late and support was not helpful.
2023-09-10,1886,South,Product E,11,543.94,325.2,218.74,The delivery was late and support was not helpful.
2023-09-11,1489,North,Product C,11,1883.62,1237.07,646.55,"Fantastic product, highly recommend to others."
2023-09-11,1901,East,Product D,7,847.98,474.58,373.4,"Fantastic product, highly recommend to others."
2023-09-11,1658,South,Product A,11,1215.76,704.23,511.53,"Excellent service, very satisfied with the product quality."
2023-09-11,1729,East,Product D,4,568.23,373.83,194.4,"Excellent service, very satisfied with the product quality."
2023-09-13,1075,North,Product B,14,840.54,562.81,277.73,Good quality but shipping took too long.
2023-09-13,1051,East,Product C,12,2204.24,1450.79,753.45,"Excellent service, very satisfied with the product quality."
2023-09-14,1973,West,Product D,5,696.0,429.52,266.48,"Not worth the price, quite disappointed."
2023-09-15,1790,North,Product A,1,91.26,54.8,36.46,"Average experience, nothing special."
2023-09-15,2364,West,Product B,13,781.16,381.1,400.06,"Not worth the price, quite disappointed."
2023-09-16,2359,Central,Product A,3,347.53,174.67,172.86,"Average experience, nothing special."
2023-09-16,2302,West,Product B,10,767.01,427.23,339.78,"Customer support resolved my issue quickly, thank you."
2023-09-16,2431,West,Product E,14,645.74,305.09,340.65,The delivery was late and support was not helpful.
2023-09-17,2283,West,Product E,11,590.26,372.44,217.82,"Terrible experience, product was damaged."
2023-09-17,2391,South,Product B,10,724.73,457.54,267.19,"Great value for money, will buy again."
2023-09-18,1395,South,Product D,14,1750.18,841.06,909.12,"Excellent service, very satisfied with the product quality."
2023-09-18,2246,East,Product C,10,1720.43,1114.85,605.58,"Not worth the price, quite disappointed."
2023-09-18,2411,Central,Product E,3,141.22,91.34,49.88,Good quality but shipping took too long.
2023-09-18,1755,Central,Product B,12,769.66,474.77,294.89,"Excellent service, very satisfied with the product quality."
2023-09-19,1304,South,Product E,1,54.03,29.3,24.73,"Excellent service, very satisfied with the product quality."
2023-09-19,1383,West,Product C,4,633.38,435.5,197.88,The delivery was late and support was not helpful.
2023-09-19,1220,North,Product E,3,145.12,99.1,46.02,Good quality but shipping took too long.
2023-09-20,1825,South,Product C,2,351.72,174.7,177.02,"Excellent service, very satisfied with the product quality."
2023-09-20,2397,South,Product E,12,614.95,290.77,324.18,"Not worth the price, quite disappointed."
2023-09-20,1464,Central,Product B,10,780.06,357.3,422.76,"Excellent service, very satisfied with the product quality."
2023-09-21,1402,Central,Product B,13,818.41,500.09,318.32,"Not worth the price, quite disappointed."
2023-09-21,2372,East,Product B,8,614.29,359.58,254.71,"Average experience, nothing special."
2023-09-22,2248,Central,Product E,10,447.01,232.32,214.69,The delivery was late and support was not helpful.
2023-09-22,1489,West,Product E,7,376.3,242.34,133.96,"Average experience, nothing special."
2023-09-22,1231,West,Product D,10,1461.51,753.95,707.56,Good quality but shipping took too long.
2023-09-23,1128,East,Product E,3,131.64,62.75,68.89,"Excellent service, very satisfied with the product quality."
2023-09-23,1184,South,Product E,2,95.8,56.61,39.19,"Not worth the price, quite disappointed."
2023-09-24,1966,South,Product C,7,1050.26,659.67,390.59,"Terrible experience, product was damaged."
2023-09-24,1901,North,Product C,5,754.23,455.94,298.29,Good quality but shipping took too long.
2023-09-25,2116,South,Product C,14,2609.09,1457.5,1151.59,Loved it! Exceeded my expectations.
2023-09-25,1648,North,Product E,12,620.13,328.85,291.28,"Not worth the price, quite disappointed."
2023-09-25,1339,East,Product C,5,898.28,516.94,381.34,The delivery was late and support was not helpful.
2023-09-25,2174,West,Product E,2,116.84,71.9,44.94,Good quality but shipping took too long.
2023-09-25,1136,Central,Product D,2,282.51,186.64,95.87,The delivery was late and support was not helpful.
2023-09-26,2349,South,Product C,13,1979.71,896.12,1083.59,Loved it! Exceeded my expectations.
2023-09-26,1657,South,Product C,11,1819.98,1069.2,750.78,"Average experience, nothing special."
2023-09-27,1383,West,Product E,5,258.65,123.41,135.24,"Terrible experience, product was damaged."
2023-09-27,1539,South,Product E,2,105.45,60.36,45.09,The delivery was late and support was not helpful.
2023-09-27,1188,East,Product C,8,1465.64,685.17,780.47,Good quality but shipping took too long.
2023-09-27,1989,North,Product E,6,332.83,209.1,123.73,"Excellent service, very satisfied with the product quality."
2023-09-27,1267,Central,Product C,6,1163.69,812.19,351.5,Good quality but shipping took too long.
2023-09-29,1616,West,Product A,10,972.29,473.68,498.61,"Not worth the price, quite disappointed."
2023-09-29,2134,East,Product A,13,1520.63,960.69,559.94,"Great value for money, will buy again."
2023-09-29,1246,West,Product B,2,146.51,87.0,59.51,"Not worth the price, quite disappointed."
2023-09-30,2223,East,Product D,4,562.28,322.02,240.26,The delivery was late and support was not helpful.
2023-09-30,1705,West,Product B,13,1011.72,636.16,375.56,"Terrible experience, product was damaged."
2023-09-30,2089,West,Product A,3,340.56,221.82,118.74,Good quality but shipping took too long.
2023-09-30,2077,Central,Product E,4,191.56,122.27,69.29,"Customer support resolved my issue quickly, thank you."
2023-10-01,2407,North,Product A,10,1151.35,675.76,475.59,Good quality but shipping took too long.
2023-10-01,1582,West,Product B,1,73.11,45.85,27.26,"Average experience, nothing special."
2023-10-01,1669,North,Product E,7,317.62,162.89,154.73,"Excellent service, very satisfied with the product quality."
2023-10-01,1888,South,Product D,14,1640.06,922.09,717.97,"Customer support resolved my issue quickly, thank you."
2023-10-02,1776,East,Product A,2,201.76,114.6,87.16,"Customer support resolved my issue quickly, thank you."
2023-10-03,2213,West,Product A,7,699.4,448.17,251.23,"Not worth the price, quite disappointed."
2023-10-04,1953,North,Product D,4,571.73,338.13,233.6,"Fantastic product, highly recommend to others."
2023-10-04,1732,North,Product C,5,890.64,421.29,469.35,"Fantastic product, highly recommend to others."
2023-10-04,1805,East,Product E,2,113.06,73.4,39.66,"Terrible experience, product was damaged."
2023-10-04,2452,Central,Product C,9,1412.63,746.25,666.38,"Customer support resolved my issue quickly, thank you."
2023-10-04,2469,West,Product E,9,434.77,286.79,147.98,"Customer support resolved my issue quickly, thank you."
2023-10-04,1371,North,Product C,4,750.84,477.51,273.33,"Fantastic product, highly recommend to others."
2023-10-04,1787,North,Product A,14,1392.52,786.47,606.05,"Not worth the price, quite disappointed."
2023-10-05,2473,East,Product D,12,1723.74,922.06,801.68,"Fantastic product, highly recommend to others."
2023-10-05,1210,South,Product D,3,409.57,242.95,166.62,"Terrible experience, product was damaged."
2023-10-05,1437,East,Product C,7,1318.03,809.43,508.6,"Average experience, nothing special."
2023-10-06,1638,Central,Product B,11,758.47,345.45,413.02,"Fantastic product, highly recommend to others."
2023-10-06,1366,North,Product B,9,717.29,372.98,344.31,"Great value for money, will buy again."
2023-10-07,2363,West,Product A,11,1176.55,754.05,422.5,"Not worth the price, quite disappointed."
2023-10-07,1725,West,Product B,3,208.26,140.6,67.66,"Not worth the price, quite disappointed."
2023-10-08,1024,Central,Product E,6,275.11,170.91,104.2,"Great value for money, will buy again."
2023-10-08,1309,South,Product A,11,1158.71,745.84,412.87,Good quality but shipping took too long.
2023-10-09,2088,West,Product D,9,1301.26,745.31,555.95,"Average experience, nothing special."
2023-10-10,1112,North,Product B,2,138.2,90.85,47.35,"Customer support resolved my issue quickly, thank you."
2023-10-10,2048,West,Product E,10,560.63,253.4,307.23,"Average experience, nothing special."
2023-10-10,1923,East,Product B,6,364.76,216.19,148.57,"Customer support resolved my issue quickly, thank you."
2023-10-11,1213,North,Product D,9,1214.47,569.76,644.71,"Not worth the price, quite disappointed."
2023-10-11,2306,West,Product B,2,138.71,94.88,43.83,"Customer support resolved my issue quickly, thank you."
2023-10-12,1859,North,Product C,14,2406.13,1450.56,955.57,"Not worth the price, quite disappointed."
2023-10-12,1653,North,Product C,2,331.59,193.8,137.79,"Terrible experience, product was damaged."
2023-10-12,1470,West,Product B,4,296.62,135.81,160.81,Loved it! Exceeded my expectations.
2023-10-12,1057,Central,Product E,8,440.39,295.49,144.9,"Excellent service, very satisfied with the product quality."
2023-10-13,2427,West,Product A,14,1244.03,732.58,511.45,"Average experience, nothing special."
2023-10-13,2486,West,Product B,12,846.97,590.75,256.22,Loved it! Exceeded my expectations.
2023-10-13,1238,East,Product D,2,239.3,142.89,96.41,"Not worth the price, quite disappointed."
2023-10-14,1961,East,Product B,6,393.31,203.4,189.91,"Great value for money, will buy again."
2023-10-14,1983,East,Product C,12,1859.13,999.89,859.24,"Not worth the price, quite disappointed."
2023-10-14,1783,West,Product E,8,416.41,209.81,206.6,"Customer support resolved my issue quickly, thank you."
2023-10-14,2485,West,Product E,6,347.19,211.09,136.1,"Average experience, nothing special."
2023-10-15,2461,South,Product D,3,345.99,220.87,125.12,"Great value for money, will buy again."
2023-10-15,1795,South,Product D,6,851.0,518.76,332.24,"Fantastic product, highly recommend to others."
2023-10-16,2205,West,Product C,12,2276.38,1508.62,767.76,"Terrible experience, product was damaged."
2023-10-16,2158,South,Product B,7,490.44,339.83,150.61,"Terrible experience, product was damaged."
2023-10-16,1494,East,Product C,4,770.54,383.57,386.97,"Terrible experience, product was damaged."
2023-10-16,1390,Central,Product A,4,431.85,223.12,208.73,"Great value for money, will buy again."
2023-10-18,2337,West,Product D,1,122.09,82.44,39.65,Good quality but shipping took too long.
2023-10-18,2119,East,Product A,12,1177.08,769.45,407.63,The delivery was late and support was not helpful.
2023-10-20,2278,East,Product B,10,791.07,488.69,302.38,"Customer support resolved my issue quickly, thank you."
2023-10-20,1005,East,Product C,12,2273.88,1222.64,1051.24,"Fantastic product, highly recommend to others."
2023-10-21,1261,South,Product B,3,233.77,151.69,82.08,"Average experience, nothing special."
2023-10-21,2462,North,Product D,7,1034.29,534.21,500.08,"Not worth the price, quite disappointed."
2023-10-22,1848,South,Product A,12,1386.79,634.76,752.03,"Average experience, nothing special."
2023-10-22,1732,East,Product D,1,132.77,65.75,67.02,"Great value for money, will buy again."
2023-10-22,2413,West,Product D,11,1619.23,797.73,821.5,Loved it! Exceeded my expectations.
2023-10-23,1571,South,Product A,3,308.65,195.18,113.47,Good quality but shipping took too long.
2023-10-23,2469,South,Product E,14,644.56,353.37,291.19,"Great value for money, will buy again."
2023-10-23,1886,Central,Product E,14,703.58,362.0,341.58,"Great value for money, will buy again."
2023-10-23,2027,East,Product D,14,1614.0,1035.15,578.85,"Terrible experience, product was damaged."
2023-10-25,1902,North,Product B,8,615.25,373.2,242.05,"Not worth the price, quite disappointed."
2023-10-27,2207,West,Product A,2,211.72,147.93,63.79,"Customer support resolved my issue quickly, thank you."
2023-10-28,2272,North,Product D,8,1156.07,677.8,478.27,"Excellent service, very satisfied with the product quality."
2023-10-29,1170,Central,Product B,12,734.97,390.43,344.54,Loved it! Exceeded my expectations.
2023-10-29,1500,South,Product B,13,901.79,446.49,455.3,"Average experience, nothing special."
2023-10-29,1719,South,Product A,2,197.43,91.44,105.99,"Customer support resolved my issue quickly, thank you."
2023-10-29,2473,South,Product D,7,802.78,486.79,315.99,Good quality but shipping took too long.
2023-10-29,1545,South,Product D,4,520.96,317.94,203.02,"Fantastic product, highly recommend to others."
2023-10-29,2243,East,Product D,12,1706.52,1086.9,619.62,"Average experience, nothing special."
2023-10-30,1797,South,Product D,1,111.77,74.01,37.76,"Fantastic product, highly recommend to others."
2023-10-30,1184,East,Product A,1,116.22,64.86,51.36,"Terrible experience, product was damaged."
2023-10-30,2310,Central,Product C,7,1218.76,586.15,632.61,Loved it! Exceeded my expectations.
2023-10-31,1762,South,Product E,13,668.43,313.51,354.92,"Customer support resolved my issue quickly, thank you."
2023-11-01,1810,West,Product B,7,445.52,306.34,139.18,"Terrible experience, product was damaged."
2023-11-01,1218,Central,Product E,3,164.85,103.85,61.0,"Average experience, nothing special."
2023-11-01,1431,West,Product B,4,293.25,133.89,159.36,The delivery was late and support was not helpful.
2023-11-01,2138,South,Product C,4,719.8,355.23,364.57,"Great value for money, will buy again."
2023-11-01,1154,South,Product B,10,640.45,408.41,232.04,"Not worth the price, quite disappointed."
2023-11-02,2241,North,Product E,10,551.61,348.76,202.85,"Customer support resolved my issue quickly, thank you."
2023-11-03,1903,West,Product C,4,782.03,428.5,353.53,The delivery was late and support was not helpful.
2023-11-03,1692,West,Product E,12,674.77,306.78,367.99,"Fantastic product, highly recommend to others."
2023-11-03,2292,South,Product C,9,1550.96,952.23,598.73,"Average experience, nothing special."
2023-11-03,1731,South,Product E,5,318.34,162.82,155.52,Loved it! Exceeded my expectations.
2023-11-04,1279,North,Product D,7,955.76,626.64,329.12,"Not worth the price, quite disappointed."
2023-11-04,1791,East,Product D,6,940.77,634.05,306.72,"Average experience, nothing special."
2023-11-05,2468,East,Product A,5,610.42,425.54,184.88,"Great value for money, will buy again."
2023-11-07,2445,West,Product D,14,1996.76,1198.89,797.87,The delivery was late and support was not helpful.
2023-11-07,1964,West,Product B,14,1064.73,543.19,521.54,"Average experience, nothing special."
2023-11-07,2148,Central,Product E,13,657.49,405.45,252.04,"Terrible experience, product was damaged."
2023-11-07,2182,South,Product E,13,698.98,391.27,307.71,"Terrible experience, product was damaged."
2023-11-07,1225,Central,Product D,14,2198.45,1152.08,1046.37,"Excellent service, very satisfied with the product quality."
2023-11-08,2237,Central,Product D,11,1441.65,791.14,650.51,"Fantastic product, highly recommend to others."
2023-11-08,1697,North,Product B,6,425.5,209.52,215.98,"Great value for money, will buy again."
2023-11-09,1210,South,Product E,2,110.99,61.27,49.72,The delivery was late and support was not helpful.
2023-11-09,2003,West,Product C,12,2054.67,1264.43,790.24,"Not worth the price, quite disappointed."
2023-11-09,1944,West,Product C,2,371.28,247.84,123.44,"Terrible experience, product was damaged."
2023-11-10,2444,East,Product C,13,2179.3,1230.06,949.24,"Terrible experience, product was damaged."
2023-11-10,2462,North,Product E,6,317.14,164.33,152.81,"Excellent service, very satisfied with the product quality."
2023-11-10,1032,East,Product C,9,1847.16,1047.39,799.77,"Not worth the price, quite disappointed."
2023-11-11,1249,North,Product E,6,320.2,147.13,173.07,Loved it! Exceeded my expectations.
2023-11-12,1083,West,Product E,3,155.96,74.09,81.87,"Excellent service, very satisfied with the product quality."
2023-11-13,1191,East,Product A,6,725.32,450.29,275.03,"Terrible experience, product was damaged."
2023-11-14,1061,West,Product D,3,413.92,277.94,135.98,The delivery was late and support was not helpful.
2023-11-14,1607,North,Product E,5,268.12,177.73,90.39,The delivery was late and support was not helpful.
2023-11-14,1470,North,Product C,10,1760.45,834.85,925.6,"Average experience, nothing special."
2023-11-14,2240,East,Product A,11,1384.27,775.3,608.97,"Customer support resolved my issue quickly, thank you."
2023-11-14,1894,North,Product B,5,393.77,243.5,150.27,"Terrible experience, product was damaged."
2023-11-14,1541,East,Product A,3,358.69,197.35,161.34,"Terrible experience, product was damaged."
2023-11-16,1312,Central,Product D,9,1434.51,976.74,457.77,"Average experience, nothing special."
2023-11-16,2024,East,Product D,13,1584.97,834.92,750.05,"Terrible experience, product was damaged."
2023-11-16,1299,West,Product B,8,643.78,321.86,321.92,"Customer support resolved my issue quickly, thank you."
2023-11-17,1424,West,Product E,2,114.76,53.3,61.46,"Great value for money, will buy again."
2023-11-17,1818,North,Product A,4,491.88,308.45,183.43,"Great value for money, will buy again."
2023-11-17,2139,North,Product C,8,1374.47,788.37,586.1,Good quality but shipping took too long.
2023-11-17,1657,East,Product C,10,1601.82,901.68,700.14,"Great value for money, will buy again."
2023-11-18,1441,North,Product B,12,947.61,454.8,492.81,Loved it! Exceeded my expectations.
2023-11-18,1073,South,Product E,1,48.57,30.54,18.03,Loved it! Exceeded my expectations.
2023-11-20,2296,East,Product E,9,491.32,238.11,253.21,"Excellent service, very satisfied with the product quality."
2023-11-20,1826,East,Product B,14,953.84,503.68,450.16,"Not worth the price, quite disappointed."
2023-11-20,2474,East,Product D,3,426.86,285.4,141.46,"Great value for money, will buy again."
2023-11-20,1029,North,Product A,13,1397.17,630.8,766.37,"Terrible experience, product was damaged."
2023-11-21,2384,South,Product B,12,778.51,374.49,404.02,Loved it! Exceeded my expectations.
2023-11-21,1801,South,Product C,12,2080.34,1044.49,1035.85,Loved it! Exceeded my expectations.
2023-11-22,1981,East,Product E,10,492.27,257.5,234.77,"Great value for money, will buy again."
2023-11-22,1053,North,Product B,9,745.38,462.63,282.75,"Great value for money, will buy again."
2023-11-23,1171,Central,Product D,5,794.98,464.53,330.45,"Great value for money, will buy again."
2023-11-23,2283,South,Product D,6,818.61,562.44,256.17,"Excellent service, very satisfied with the product quality."
2023-11-23,1656,North,Product A,5,535.67,303.36,232.31,The delivery was late and support was not helpful.
2023-11-24,1935,West,Product A,3,297.86,156.58,141.28,"Average experience, nothing special."
2023-11-24,1875,North,Product C,2,352.68,205.04,147.64,"Terrible experience, product was damaged."
2023-11-24,2314,West,Product E,7,344.26,207.08,137.18,The delivery was late and support was not helpful.
2023-11-25,2341,South,Product C,8,1620.79,905.6,715.19,The delivery was late and support was not helpful.
2023-11-25,1839,South,Product B,13,952.86,450.24,502.62,Good quality but shipping took too long.
2023-11-25,1912,East,Product A,9,881.95,415.31,466.64,"Customer support resolved my issue quickly, thank you."
2023-11-25,1935,West,Product D,9,1203.45,543.82,659.63,The delivery was late and support was not helpful.
2023-11-26,1954,East,Product B,1,83.94,47.68,36.26,Good quality but shipping took too long.
2023-11-26,2394,South,Product E,14,782.97,397.34,385.63,Loved it! Exceeded my expectations.
2023-11-27,1031,East,Product D,3,379.44,188.11,191.33,"Average experience, nothing special."
2023-11-27,2185,East,Product A,5,537.04,255.95,281.09,"Customer support resolved my issue quickly, thank you."
2023-11-27,2289,South,Product C,8,1594.11,1072.16,521.95,"Not worth the price, quite disappointed."
2023-11-28,1057,South,Product B,7,478.12,289.03,189.09,"Fantastic product, highly recommend to others."
2023-11-28,1520,East,Product B,2,150.96,100.27,50.69,"Great value for money, will buy again."
2023-11-29,1286,West,Product E,8,470.02,263.06,206.96,"Customer support resolved my issue quickly, thank you."
2023-11-30,2111,North,Product C,4,788.73,435.02,353.71,Loved it! Exceeded my expectations.
2023-11-30,2015,West,Product E,5,245.95,125.37,120.58,"Not worth the price, quite disappointed."
2023-11-30,1144,East,Product A,13,1321.43,809.86,511.57,"Excellent service, very satisfied with the product quality."
2023-11-30,1238,West,Product A,12,1247.03,596.54,650.49,Loved it! Exceeded my expectations.
2023-12-01,1816,West,Product B,3,241.21,133.6,107.61,The delivery was late and support was not helpful.
2023-12-01,1446,West,Product D,3,409.83,229.64,180.19,"Customer support resolved my issue quickly, thank you."
2023-12-01,1656,West,Product C,6,1105.43,770.17,335.26,"Customer support resolved my issue quickly, thank you."
2023-12-02,1305,South,Product D,5,778.03,375.63,402.4,"Terrible experience, product was damaged."
2023-12-02,1781,West,Product D,6,794.84,522.35,272.49,"Not worth the price, quite disappointed."
2023-12-02,2198,South,Product C,12,2041.02,1120.28,920.74,"Not worth the price, quite disappointed."
2023-12-02,2442,East,Product D,12,1584.61,1011.36,573.25,Loved it! Exceeded my expectations.
2023-12-02,2024,East,Product C,14,2536.59,1597.6,938.99,"Average experience, nothing special."
2023-12-03,1270,South,Product E,8,486.29,308.28,178.01,"Not worth the price, quite disappointed."
2023-12-03,1831,West,Product A,8,820.87,372.09,448.78,"Fantastic product, highly recommend to others."
2023-12-03,1559,East,Product C,1,178.22,102.3,75.92,Good quality but shipping took too long.
2023-12-04,2401,North,Product D,6,854.2,450.45,403.75,"Customer support resolved my issue quickly, thank you."
2023-12-04,1432,East,Product E,4,223.26,150.89,72.37,Good quality but shipping took too long.
2023-12-04,2101,East,Product C,10,1838.49,844.76,993.73,"Fantastic product, highly recommend to others."
2023-12-04,1451,East,Product B,4,325.87,161.37,164.5,The delivery was late and support was not helpful.
2023-12-04,2141,Central,Product D,2,263.49,136.22,127.27,"Great value for money, will buy again."
2023-12-04,1850,East,Product C,4,796.52,367.93,428.59,"Excellent service, very satisfied with the product quality."
2023-12-05,1134,North,Product C,14,2695.64,1659.71,1035.93,"Terrible experience, product was damaged."
2023-12-05,2422,North,Product D,13,1997.85,1311.3,686.55,"Fantastic product, highly recommend to others."
2023-12-06,1905,West,Product E,3,155.48,105.32,50.16,"Average experience, nothing special."
2023-12-07,2001,North,Product D,2,311.75,206.74,105.01,The delivery was late and support was not helpful.
2023-12-07,2096,West,Product A,9,1051.24,695.08,356.16,Good quality but shipping took too long.
2023-12-07,1617,North,Product E,14,939.46,549.76,389.7,"Not worth the price, quite disappointed."
2023-12-07,1946,Central,Product C,12,2280.67,1513.61,767.06,Loved it! Exceeded my expectations.
2023-12-08,2212,Central,Product E,1,65.5,40.64,24.86,"Fantastic product, highly recommend to others."
2023-12-08,2011,West,Product E,8,526.13,355.05,171.08,"Terrible experience, product was damaged."
2023-12-08,1235,North,Product A,14,1931.42,1170.8,760.62,"Great value for money, will buy again."
2023-12-08,1917,West,Product A,9,1089.04,554.74,534.3,Good quality but shipping took too long.
2023-12-09,1936,North,Product E,8,519.37,263.58,255.79,"Not worth the price, quite disappointed."
2023-12-09,2098,Central,Product D,11,1782.86,1035.24,747.62,The delivery was late and support was not helpful.
2023-12-09,1598,East,Product C,5,1043.53,690.12,353.41,"Average experience, nothing special."
2023-12-10,2424,South,Product A,1,106.46,54.2,52.26,Loved it! Exceeded my expectations.
2023-12-10,2108,Central,Product C,7,1206.9,546.05,660.85,"Excellent service, very satisfied with the product quality."
2023-12-11,1693,Central,Product A,1,126.11,76.72,49.39,"Fantastic product, highly recommend to others."
2023-12-11,1881,Central,Product E,5,276.34,149.53,126.81,"Fantastic product, highly recommend to others."
2023-12-12,2327,North,Product E,6,365.72,193.29,172.43,"Excellent service, very satisfied with the product quality."
2023-12-12,1338,North,Product B,4,333.4,227.55,105.85,"Average experience, nothing special."
2023-12-12,1673,East,Product A,10,1060.07,720.15,339.92,"Not worth the price, quite disappointed."
2023-12-13,2136,Central,Product C,6,1149.01,769.64,379.37,"Excellent service, very satisfied with the product quality."
2023-12-13,1428,East,Product B,12,837.13,558.33,278.8,The delivery was late and support was not helpful.
2023-12-14,2264,North,Product A,7,959.29,645.0,314.29,"Average experience, nothing special."
2023-12-14,1241,North,Product A,2,246.6,119.01,127.59,"Excellent service, very satisfied with the product quality."
2023-12-14,1931,East,Product E,4,275.68,150.83,124.85,"Average experience, nothing special."
2023-12-15,1151,South,Product C,4,883.04,453.52,429.52,"Great value for money, will buy again."
2023-12-15,1383,East,Product D,3,422.12,214.85,207.27,"Fantastic product, highly recommend to others."
2023-12-15,2189,East,Product A,12,1434.6,947.93,486.67,"Excellent service, very satisfied with the product quality."
2023-12-16,2378,South,Product B,4,272.88,129.58,143.3,The delivery was late and support was not helpful.
2023-12-16,2255,South,Product D,13,2017.32,1170.23,847.09,"Excellent service, very satisfied with the product quality."
2023-12-16,1484,East,Product C,14,2693.58,1659.95,1033.63,"Excellent service, very satisfied with the product quality."
2023-12-16,1115,North,Product E,7,479.5,289.42,190.08,"Customer support resolved my issue quickly, thank you."
2023-12-17,1192,North,Product B,1,86.97,58.57,28.4,"Great value for money, will buy again."
2023-12-19,1551,South,Product A,6,645.58,345.78,299.8,"Fantastic product, highly recommend to others."
2023-12-19,1738,North,Product C,2,379.06,245.14,133.92,"Fantastic product, highly recommend to others."
2023-12-19,1399,South,Product B,2,143.85,94.69,49.16,The delivery was late and support was not helpful.
2023-12-19,2464,North,Product C,13,2317.71,1467.71,850.0,"Customer support resolved my issue quickly, thank you."
2023-12-20,1830,South,Product A,4,477.36,324.86,152.5,"Not worth the price, quite disappointed."
2023-12-20,1160,West,Product A,13,1516.2,803.04,713.16,"Customer support resolved my issue quickly, thank you."
2023-12-22,2306,West,Product B,2,177.78,123.2,54.58,"Fantastic product, highly recommend to others."
2023-12-22,1206,Central,Product B,14,1078.01,559.72,518.29,"Excellent service, very satisfied with the product quality."
2023-12-22,1415,West,Product A,4,497.44,324.34,173.1,"Customer support resolved my issue quickly, thank you."
2023-12-22,2016,West,Product E,6,385.77,229.56,156.21,"Great value for money, will buy again."
2023-12-22,1458,Central,Product B,1,70.98,41.07,29.91,"Excellent service, very satisfied with the product quality."
2023-12-23,1045,North,Product C,1,229.92,157.05,72.87,"Great value for money, will buy again."
2023-12-23,2033,West,Product A,11,1426.53,945.59,480.94,"Excellent service, very satisfied with the product quality."
2023-12-24,2151,East,Product D,2,303.35,168.02,135.33,Good quality but shipping took too long.
2023-12-24,1621,West,Product E,11,731.5,477.07,254.43,"Not worth the price, quite disappointed."
2023-12-25,1826,Central,Product E,8,486.11,247.76,238.35,The delivery was late and support was not helpful.
